# NAME,VALUE
K1:VIS-ITMX_KALMAN_A_2_1,0.0
K1:VIS-ITMX_KALMAN_A_2_2,0.0
K1:VIS-ITMX_KALMAN_A_2_3,0.0
K1:VIS-ITMX_KALMAN_A_2_4,0.0
K1:VIS-ITMX_KALMAN_A_2_5,0.0
K1:VIS-ITMX_KALMAN_A_2_6,0.0
K1:VIS-ITMX_KALMAN_A_3_1,0.0
K1:VIS-ITMX_KALMAN_A_3_2,0.0
K1:VIS-ITMX_KALMAN_A_3_3,0.0
K1:VIS-ITMX_KALMAN_A_3_4,0.0
K1:VIS-ITMX_KALMAN_A_3_5,0.0
K1:VIS-ITMX_KALMAN_A_3_6,0.0
K1:VIS-ITMX_KALMAN_A_4_1,0.0
K1:VIS-ITMX_KALMAN_A_4_2,0.0
K1:VIS-ITMX_KALMAN_A_4_3,0.0
K1:VIS-ITMX_KALMAN_A_4_4,0.0
K1:VIS-ITMX_KALMAN_A_4_5,0.0
K1:VIS-ITMX_KALMAN_A_4_6,0.0
K1:VIS-ITMX_KALMAN_A_5_1,0.0
K1:VIS-ITMX_KALMAN_A_5_2,0.0
K1:VIS-ITMX_KALMAN_A_5_3,0.0
K1:VIS-ITMX_KALMAN_A_5_4,0.0
K1:VIS-ITMX_KALMAN_A_5_5,0.0
K1:VIS-ITMX_KALMAN_A_5_6,0.0
K1:VIS-ITMX_KALMAN_A_6_1,0.0
K1:VIS-ITMX_KALMAN_A_6_2,0.0
K1:VIS-ITMX_KALMAN_A_6_3,0.0
K1:VIS-ITMX_KALMAN_A_6_4,0.0
K1:VIS-ITMX_KALMAN_A_6_5,0.0
K1:VIS-ITMX_KALMAN_A_6_6,0.0
K1:VIS-ITMX_IP_SEISALIGN_1_1,1.0
K1:VIS-ITMX_IP_SEISALIGN_1_2,0.0
K1:VIS-ITMX_IP_SEISALIGN_1_3,None
K1:VIS-ITMX_IP_SEISALIGN_2_1,0.0
K1:VIS-ITMX_IP_SEISALIGN_2_2,1.0
K1:VIS-ITMX_IP_SEISALIGN_2_3,None
K1:VIS-ITMX_IP_LVDT2EUL_1_1,0.663000047207
K1:VIS-ITMX_IP_LVDT2EUL_1_2,-0.391900032759
K1:VIS-ITMX_IP_LVDT2EUL_1_3,-0.271199971437
K1:VIS-ITMX_IP_LVDT2EUL_2_1,-0.0697000026703
K1:VIS-ITMX_IP_LVDT2EUL_2_2,-0.539300024509
K1:VIS-ITMX_IP_LVDT2EUL_2_3,0.609000086784
K1:VIS-ITMX_IP_LVDT2EUL_3_1,0.561200082302
K1:VIS-ITMX_IP_LVDT2EUL_3_2,0.561200082302
K1:VIS-ITMX_IP_LVDT2EUL_3_3,0.561200082302
K1:VIS-ITMX_IP_EUL2COIL_1_1,2.60079979897
K1:VIS-ITMX_IP_EUL2COIL_1_2,-0.296199977398
K1:VIS-ITMX_IP_EUL2COIL_1_3,0.734600007534
K1:VIS-ITMX_IP_EUL2COIL_2_1,-1.42329990864
K1:VIS-ITMX_IP_EUL2COIL_2_2,-1.9759002924
K1:VIS-ITMX_IP_EUL2COIL_2_3,0.557499945164
K1:VIS-ITMX_IP_EUL2COIL_3_1,-1.07690024376
K1:VIS-ITMX_IP_EUL2COIL_3_2,2.28290009499
K1:VIS-ITMX_IP_EUL2COIL_3_3,0.666899979115
K1:VIS-ITMX_IP_DAMPMODE_1_1,1.0
K1:VIS-ITMX_IP_DAMPMODE_1_2,0.0
K1:VIS-ITMX_IP_DAMPMODE_1_3,0.0
K1:VIS-ITMX_IP_DAMPMODE_1_4,1.0
K1:VIS-ITMX_IP_DAMPMODE_1_5,0.0
K1:VIS-ITMX_IP_DAMPMODE_1_6,0.0
K1:VIS-ITMX_IP_DAMPMODE_2_1,0.0
K1:VIS-ITMX_IP_DAMPMODE_2_2,1.0
K1:VIS-ITMX_IP_DAMPMODE_2_3,0.0
K1:VIS-ITMX_IP_DAMPMODE_2_4,0.0
K1:VIS-ITMX_IP_DAMPMODE_2_5,1.0
K1:VIS-ITMX_IP_DAMPMODE_2_6,0.0
K1:VIS-ITMX_IP_DAMPMODE_3_1,0.0
K1:VIS-ITMX_IP_DAMPMODE_3_2,0.0
K1:VIS-ITMX_IP_DAMPMODE_3_3,1.0
K1:VIS-ITMX_IP_DAMPMODE_3_4,0.0
K1:VIS-ITMX_IP_DAMPMODE_3_5,0.0
K1:VIS-ITMX_IP_DAMPMODE_3_6,0.0
K1:VIS-ITMX_IP_DAMPMODE_SETTING_1_1,1.0
K1:VIS-ITMX_IP_DAMPMODE_SETTING_1_2,0.0
K1:VIS-ITMX_IP_DAMPMODE_SETTING_1_3,0.0
K1:VIS-ITMX_IP_DAMPMODE_SETTING_1_4,1.0
K1:VIS-ITMX_IP_DAMPMODE_SETTING_1_5,0.0
K1:VIS-ITMX_IP_DAMPMODE_SETTING_1_6,0.0
K1:VIS-ITMX_IP_DAMPMODE_SETTING_2_1,0.0
K1:VIS-ITMX_IP_DAMPMODE_SETTING_2_2,1.0
K1:VIS-ITMX_IP_DAMPMODE_SETTING_2_3,0.0
K1:VIS-ITMX_IP_DAMPMODE_SETTING_2_4,0.0
K1:VIS-ITMX_IP_DAMPMODE_SETTING_2_5,1.0
K1:VIS-ITMX_IP_DAMPMODE_SETTING_2_6,0.0
K1:VIS-ITMX_IP_DAMPMODE_SETTING_3_1,0.0
K1:VIS-ITMX_IP_DAMPMODE_SETTING_3_2,0.0
K1:VIS-ITMX_IP_DAMPMODE_SETTING_3_3,1.0
K1:VIS-ITMX_IP_DAMPMODE_SETTING_3_4,0.0
K1:VIS-ITMX_IP_DAMPMODE_SETTING_3_5,0.0
K1:VIS-ITMX_IP_DAMPMODE_SETTING_3_6,0.0
K1:VIS-ITMX_IP_DAMPMODE_RAMPING_1_1,0.0
K1:VIS-ITMX_IP_DAMPMODE_RAMPING_1_2,0.0
K1:VIS-ITMX_IP_DAMPMODE_RAMPING_1_3,0.0
K1:VIS-ITMX_IP_DAMPMODE_RAMPING_1_4,0.0
K1:VIS-ITMX_IP_DAMPMODE_RAMPING_1_5,0.0
K1:VIS-ITMX_IP_DAMPMODE_RAMPING_1_6,0.0
K1:VIS-ITMX_IP_DAMPMODE_RAMPING_2_1,0.0
K1:VIS-ITMX_IP_DAMPMODE_RAMPING_2_2,0.0
K1:VIS-ITMX_IP_DAMPMODE_RAMPING_2_3,0.0
K1:VIS-ITMX_IP_DAMPMODE_RAMPING_2_4,0.0
K1:VIS-ITMX_IP_DAMPMODE_RAMPING_2_5,0.0
K1:VIS-ITMX_IP_DAMPMODE_RAMPING_2_6,0.0
K1:VIS-ITMX_IP_DAMPMODE_RAMPING_3_1,0.0
K1:VIS-ITMX_IP_DAMPMODE_RAMPING_3_2,0.0
K1:VIS-ITMX_IP_DAMPMODE_RAMPING_3_3,0.0
K1:VIS-ITMX_IP_DAMPMODE_RAMPING_3_4,0.0
K1:VIS-ITMX_IP_DAMPMODE_RAMPING_3_5,0.0
K1:VIS-ITMX_IP_DAMPMODE_RAMPING_3_6,0.0
K1:VIS-ITMX_IP_ACC2EUL_1_1,0.515200078487
K1:VIS-ITMX_IP_ACC2EUL_1_2,-0.194299966097
K1:VIS-ITMX_IP_ACC2EUL_1_3,-0.323399990797
K1:VIS-ITMX_IP_ACC2EUL_2_1,0.0858000144362
K1:VIS-ITMX_IP_ACC2EUL_2_2,-0.498400092125
K1:VIS-ITMX_IP_ACC2EUL_2_3,0.406199961901
K1:VIS-ITMX_IP_ACC2EUL_3_1,0.561699926853
K1:VIS-ITMX_IP_ACC2EUL_3_2,0.566399991512
K1:VIS-ITMX_IP_ACC2EUL_3_3,0.587599873543
K1:VIS-ITMX_GASMODAL_MODAL2COIL_1_1,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_1_2,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_1_3,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_1_4,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_1_5,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_2_1,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_2_2,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_2_3,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_2_4,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_2_5,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_3_1,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_3_2,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_3_3,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_3_4,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_3_5,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_4_1,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_4_2,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_4_3,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_4_4,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_4_5,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_5_1,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_5_2,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_5_3,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_5_4,0.0
K1:VIS-ITMX_GASMODAL_MODAL2COIL_5_5,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_1_1,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_1_2,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_1_3,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_1_4,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_1_5,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_2_1,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_2_2,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_2_3,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_2_4,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_2_5,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_3_1,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_3_2,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_3_3,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_3_4,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_3_5,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_4_1,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_4_2,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_4_3,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_4_4,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_4_5,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_5_1,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_5_2,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_5_3,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_5_4,0.0
K1:VIS-ITMX_GASMODAL_LVDT2MODAL_5_5,0.0
K1:VIS-ITMX_BF_SENSALIGN_1_1,1.08650004864
K1:VIS-ITMX_BF_SENSALIGN_1_2,0.0
K1:VIS-ITMX_BF_SENSALIGN_1_3,0.0
K1:VIS-ITMX_BF_SENSALIGN_1_4,0.0
K1:VIS-ITMX_BF_SENSALIGN_1_5,0.0
K1:VIS-ITMX_BF_SENSALIGN_1_6,0.0
K1:VIS-ITMX_BF_SENSALIGN_2_1,0.0
K1:VIS-ITMX_BF_SENSALIGN_2_2,1.0245000124
K1:VIS-ITMX_BF_SENSALIGN_2_3,0.0
K1:VIS-ITMX_BF_SENSALIGN_2_4,0.0
K1:VIS-ITMX_BF_SENSALIGN_2_5,0.0
K1:VIS-ITMX_BF_SENSALIGN_2_6,0.0
K1:VIS-ITMX_BF_SENSALIGN_3_1,0.0
K1:VIS-ITMX_BF_SENSALIGN_3_2,0.0
K1:VIS-ITMX_BF_SENSALIGN_3_3,1.0
K1:VIS-ITMX_BF_SENSALIGN_3_4,0.0
K1:VIS-ITMX_BF_SENSALIGN_3_5,0.0
K1:VIS-ITMX_BF_SENSALIGN_3_6,0.0
K1:VIS-ITMX_BF_SENSALIGN_4_1,0.0
K1:VIS-ITMX_BF_SENSALIGN_4_2,0.0
K1:VIS-ITMX_BF_SENSALIGN_4_3,0.0
K1:VIS-ITMX_BF_SENSALIGN_4_4,1.0
K1:VIS-ITMX_BF_SENSALIGN_4_5,0.0
K1:VIS-ITMX_BF_SENSALIGN_4_6,0.0
K1:VIS-ITMX_BF_SENSALIGN_5_1,0.0
K1:VIS-ITMX_BF_SENSALIGN_5_2,0.0
K1:VIS-ITMX_BF_SENSALIGN_5_3,0.0
K1:VIS-ITMX_BF_SENSALIGN_5_4,0.0
K1:VIS-ITMX_BF_SENSALIGN_5_5,1.0
K1:VIS-ITMX_BF_SENSALIGN_5_6,0.0
K1:VIS-ITMX_BF_SENSALIGN_6_1,0.0
K1:VIS-ITMX_BF_SENSALIGN_6_2,0.0
K1:VIS-ITMX_BF_SENSALIGN_6_3,0.0
K1:VIS-ITMX_BF_SENSALIGN_6_4,0.0
K1:VIS-ITMX_BF_SENSALIGN_6_5,0.0
K1:VIS-ITMX_BF_SENSALIGN_6_6,1.0
K1:VIS-ITMX_BF_SENS2EUL_1_1,0.0
K1:VIS-ITMX_BF_SENS2EUL_1_2,0.0
K1:VIS-ITMX_BF_SENS2EUL_1_3,0.0
K1:VIS-ITMX_BF_SENS2EUL_1_4,0.665399909019
K1:VIS-ITMX_BF_SENS2EUL_1_5,-0.405200004578
K1:VIS-ITMX_BF_SENS2EUL_1_6,-0.260199993849
K1:VIS-ITMX_BF_SENS2EUL_2_1,0.0
K1:VIS-ITMX_BF_SENS2EUL_2_2,0.0
K1:VIS-ITMX_BF_SENS2EUL_2_3,0.0
K1:VIS-ITMX_BF_SENS2EUL_2_4,-0.0746999979019
K1:VIS-ITMX_BF_SENS2EUL_2_5,-0.533100068569
K1:VIS-ITMX_BF_SENS2EUL_2_6,0.607800006866
K1:VIS-ITMX_BF_SENS2EUL_3_1,0.333300054073
K1:VIS-ITMX_BF_SENS2EUL_3_2,0.333300054073
K1:VIS-ITMX_BF_SENS2EUL_3_3,0.333300054073
K1:VIS-ITMX_BF_SENS2EUL_3_4,0.0
K1:VIS-ITMX_BF_SENS2EUL_3_5,0.0
K1:VIS-ITMX_BF_SENS2EUL_3_6,0.0
K1:VIS-ITMX_BF_SENS2EUL_4_1,0.915750265121
K1:VIS-ITMX_BF_SENS2EUL_4_2,0.915750265121
K1:VIS-ITMX_BF_SENS2EUL_4_3,-1.83150053024
K1:VIS-ITMX_BF_SENS2EUL_4_4,0.0
K1:VIS-ITMX_BF_SENS2EUL_4_5,0.0
K1:VIS-ITMX_BF_SENS2EUL_4_6,0.0
K1:VIS-ITMX_BF_SENS2EUL_5_1,1.58612012863
K1:VIS-ITMX_BF_SENS2EUL_5_2,-1.58609974384
K1:VIS-ITMX_BF_SENS2EUL_5_3,0.0
K1:VIS-ITMX_BF_SENS2EUL_5_4,0.0
K1:VIS-ITMX_BF_SENS2EUL_5_5,0.0
K1:VIS-ITMX_BF_SENS2EUL_5_6,0.0
K1:VIS-ITMX_BF_SENS2EUL_6_1,0.0
K1:VIS-ITMX_BF_SENS2EUL_6_2,0.0
K1:VIS-ITMX_BF_SENS2EUL_6_3,0.0
K1:VIS-ITMX_BF_SENS2EUL_6_4,0.817000150681
K1:VIS-ITMX_BF_SENS2EUL_6_5,0.817000150681
K1:VIS-ITMX_BF_SENS2EUL_6_6,0.817000150681
K1:VIS-ITMX_BF_SEISALIGN_1_1,1.0
K1:VIS-ITMX_BF_SEISALIGN_1_2,0.0
K1:VIS-ITMX_BF_SEISALIGN_1_3,0.0
K1:VIS-ITMX_BF_SEISALIGN_2_1,0.0
K1:VIS-ITMX_BF_SEISALIGN_2_2,1.0
K1:VIS-ITMX_BF_SEISALIGN_2_3,0.0
K1:VIS-ITMX_BF_SEISALIGN_3_1,0.0
K1:VIS-ITMX_BF_SEISALIGN_3_2,0.0
K1:VIS-ITMX_BF_SEISALIGN_3_3,1.0
K1:VIS-ITMX_BF_EUL2COIL_1_1,0.0
K1:VIS-ITMX_BF_EUL2COIL_1_2,0.0
K1:VIS-ITMX_BF_EUL2COIL_1_3,1.0
K1:VIS-ITMX_BF_EUL2COIL_1_4,0.181999981403
K1:VIS-ITMX_BF_EUL2COIL_1_5,0.315200001001
K1:VIS-ITMX_BF_EUL2COIL_1_6,0.0
K1:VIS-ITMX_BF_EUL2COIL_2_1,0.0
K1:VIS-ITMX_BF_EUL2COIL_2_2,0.0
K1:VIS-ITMX_BF_EUL2COIL_2_3,1.0
K1:VIS-ITMX_BF_EUL2COIL_2_4,0.181999981403
K1:VIS-ITMX_BF_EUL2COIL_2_5,-0.315200001001
K1:VIS-ITMX_BF_EUL2COIL_2_6,0.0
K1:VIS-ITMX_BF_EUL2COIL_3_1,0.0
K1:VIS-ITMX_BF_EUL2COIL_3_2,0.0
K1:VIS-ITMX_BF_EUL2COIL_3_3,1.0
K1:VIS-ITMX_BF_EUL2COIL_3_4,-0.363999962807
K1:VIS-ITMX_BF_EUL2COIL_3_5,0.0
K1:VIS-ITMX_BF_EUL2COIL_3_6,0.0
K1:VIS-ITMX_BF_EUL2COIL_4_1,0.987799882889
K1:VIS-ITMX_BF_EUL2COIL_4_2,-0.125499978662
K1:VIS-ITMX_BF_EUL2COIL_4_3,0.0
K1:VIS-ITMX_BF_EUL2COIL_4_4,0.0
K1:VIS-ITMX_BF_EUL2COIL_4_5,0.0
K1:VIS-ITMX_BF_EUL2COIL_4_6,0.407999992371
K1:VIS-ITMX_BF_EUL2COIL_5_1,-0.590900063515
K1:VIS-ITMX_BF_EUL2COIL_5_2,-0.801400125027
K1:VIS-ITMX_BF_EUL2COIL_5_3,0.0
K1:VIS-ITMX_BF_EUL2COIL_5_4,0.0
K1:VIS-ITMX_BF_EUL2COIL_5_5,0.0
K1:VIS-ITMX_BF_EUL2COIL_5_6,0.407999992371
K1:VIS-ITMX_BF_EUL2COIL_6_1,-0.39690002799
K1:VIS-ITMX_BF_EUL2COIL_6_2,0.926899969578
K1:VIS-ITMX_BF_EUL2COIL_6_3,0.0
K1:VIS-ITMX_BF_EUL2COIL_6_4,0.0
K1:VIS-ITMX_BF_EUL2COIL_6_5,0.0
K1:VIS-ITMX_BF_EUL2COIL_6_6,0.407999992371
